,CID X LOC_NUM X VENDOR,target
5666,U0U6Y68 X 0 X 401,1
5666,U0U6Y68 X 0 X 90,0
5666,U0U6Y68 X 0 X 195,0
5666,U0U6Y68 X 0 X 176,0
5666,U0U6Y68 X 0 X 298,0
5666,U0U6Y68 X 0 X 843,1
5666,U0U6Y68 X 0 X 221,0
5666,U0U6Y68 X 0 X 159,0
5666,U0U6Y68 X 0 X 55,1
5667,U0W7P2T X 0 X 221,1
5667,U0W7P2T X 0 X 216,1
5667,U0W7P2T X 0 X 75,1
5667,U0W7P2T X 0 X 149,1
5667,U0W7P2T X 0 X 188,1
5667,U0W7P2T X 0 X 231,1
5667,U0W7P2T X 0 X 13,1
5667,U0W7P2T X 0 X 159,1
5667,U0W7P2T X 0 X 92,1
5667,U0W7P2T X 0 X 55,1
5667,U0W7P2T X 0 X 298,1
5667,U0W7P2T X 0 X 843,1
5667,U0W7P2T X 0 X 4,1
5667,U0W7P2T X 0 X 265,1
5667,U0W7P2T X 0 X 303,1
5667,U0W7P2T X 0 X 250,1
5667,U0W7P2T X 0 X 176,1
5667,U0W7P2T X 0 X 288,1
5667,U0W7P2T X 0 X 134,1
5667,U0W7P2T X 0 X 300,1
5668,U21IHB2 X 0 X 85,1
5668,U21IHB2 X 0 X 295,1
5668,U21IHB2 X 0 X 106,1
5668,U21IHB2 X 0 X 149,1
5668,U21IHB2 X 0 X 176,1
5668,U21IHB2 X 0 X 265,1
5668,U21IHB2 X 0 X 577,1
5668,U21IHB2 X 0 X 237,1
5668,U21IHB2 X 0 X 55,1
5668,U21IHB2 X 0 X 303,1
5668,U21IHB2 X 0 X 115,1
5668,U21IHB2 X 0 X 582,1
5668,U21IHB2 X 0 X 401,1
5668,U21IHB2 X 0 X 159,1
5668,U21IHB2 X 0 X 197,1
5668,U21IHB2 X 0 X 398,1
5668,U21IHB2 X 0 X 856,1
5668,U21IHB2 X 0 X 843,1
5668,U21IHB2 X 0 X 250,1
5668,U21IHB2 X 0 X 110,1
5669,U2F6GGC X 0 X 303,0
5669,U2F6GGC X 0 X 289,1
5669,U2F6GGC X 0 X 294,0
5669,U2F6GGC X 0 X 76,0
5669,U2F6GGC X 0 X 115,1
5669,U2F6GGC X 0 X 265,1
5669,U2F6GGC X 0 X 55,1
5669,U2F6GGC X 0 X 193,0
5669,U2F6GGC X 0 X 196,1
5669,U2F6GGC X 0 X 231,0
5669,U2F6GGC X 0 X 160,0
5669,U2F6GGC X 0 X 298,0
5669,U2F6GGC X 0 X 583,0
5669,U2F6GGC X 0 X 459,0
5669,U2F6GGC X 0 X 110,0
5669,U2F6GGC X 0 X 849,1
5669,U2F6GGC X 0 X 75,0
5669,U2F6GGC X 0 X 300,0
5669,U2F6GGC X 0 X 195,0
5669,U2F6GGC X 0 X 843,1
5670,U2KKLQT X 0 X 225,1
5670,U2KKLQT X 0 X 303,1
5670,U2KKLQT X 0 X 180,1
5670,U2KKLQT X 0 X 115,1
5670,U2KKLQT X 0 X 843,1
5670,U2KKLQT X 0 X 216,1
5670,U2KKLQT X 0 X 149,1
5670,U2KKLQT X 0 X 159,1
5670,U2KKLQT X 0 X 271,1
5670,U2KKLQT X 0 X 13,1
5670,U2KKLQT X 0 X 265,1
5670,U2KKLQT X 0 X 188,1
5670,U2KKLQT X 0 X 81,1
5670,U2KKLQT X 0 X 259,1
5670,U2KKLQT X 0 X 90,1
5670,U2KKLQT X 0 X 575,1
5670,U2KKLQT X 0 X 23,1
5670,U2KKLQT X 0 X 75,1
5670,U2KKLQT X 0 X 298,1
5670,U2KKLQT X 0 X 310,1
5671,U2OKRE9 X 0 X 81,1
5671,U2OKRE9 X 0 X 577,0
5671,U2OKRE9 X 0 X 843,1
5671,U2OKRE9 X 0 X 265,1
5671,U2OKRE9 X 0 X 176,1
5671,U2OKRE9 X 0 X 250,1
5671,U2OKRE9 X 0 X 115,0
5671,U2OKRE9 X 0 X 289,1
5671,U2OKRE9 X 0 X 298,1
5671,U2OKRE9 X 0 X 303,1
5671,U2OKRE9 X 0 X 401,1
5671,U2OKRE9 X 0 X 159,1
5671,U2OKRE9 X 0 X 110,1
5671,U2OKRE9 X 0 X 188,1
5671,U2OKRE9 X 0 X 288,1
5671,U2OKRE9 X 0 X 197,1
5671,U2OKRE9 X 0 X 310,1
5671,U2OKRE9 X 0 X 274,1
5671,U2OKRE9 X 0 X 90,1
5671,U2OKRE9 X 0 X 149,1
5672,U31BNUR X 0 X 310,1
5672,U31BNUR X 0 X 303,1
5672,U31BNUR X 0 X 196,1
5672,U31BNUR X 0 X 577,1
5672,U31BNUR X 0 X 295,1
5672,U31BNUR X 0 X 250,1
5672,U31BNUR X 0 X 159,1
5672,U31BNUR X 0 X 271,1
5672,U31BNUR X 0 X 274,1
5672,U31BNUR X 0 X 843,1
5672,U31BNUR X 0 X 401,1
5672,U31BNUR X 0 X 75,1
5672,U31BNUR X 0 X 180,1
5672,U31BNUR X 0 X 298,1
5672,U31BNUR X 0 X 197,1
5672,U31BNUR X 0 X 188,1
5672,U31BNUR X 0 X 259,1
5672,U31BNUR X 0 X 110,1
5672,U31BNUR X 0 X 265,1
5672,U31BNUR X 0 X 115,1
5673,U32V7GH X 0 X 577,1
5673,U32V7GH X 0 X 115,1
5673,U32V7GH X 0 X 176,1
5673,U32V7GH X 0 X 259,1
5673,U32V7GH X 0 X 271,1
5673,U32V7GH X 0 X 294,1
5673,U32V7GH X 0 X 298,1
5673,U32V7GH X 0 X 159,1
5673,U32V7GH X 0 X 188,1
5673,U32V7GH X 0 X 197,1
5673,U32V7GH X 0 X 274,1
5673,U32V7GH X 0 X 180,1
5673,U32V7GH X 0 X 295,1
5673,U32V7GH X 0 X 110,1
5673,U32V7GH X 0 X 250,1
5673,U32V7GH X 0 X 55,1
5673,U32V7GH X 0 X 134,1
5673,U32V7GH X 0 X 310,1
5673,U32V7GH X 0 X 265,1
5673,U32V7GH X 0 X 303,1
5674,U37UY1Y X 0 X 547,1
5674,U37UY1Y X 0 X 115,1
5674,U37UY1Y X 0 X 67,1
5674,U37UY1Y X 0 X 188,1
5674,U37UY1Y X 0 X 298,1
5674,U37UY1Y X 0 X 577,1
5674,U37UY1Y X 0 X 76,1
5674,U37UY1Y X 0 X 159,1
5674,U37UY1Y X 0 X 134,1
5674,U37UY1Y X 0 X 843,1
5674,U37UY1Y X 0 X 303,1
5674,U37UY1Y X 0 X 106,1
5674,U37UY1Y X 0 X 310,1
5674,U37UY1Y X 0 X 265,1
5674,U37UY1Y X 0 X 271,1
5674,U37UY1Y X 0 X 250,1
5674,U37UY1Y X 0 X 13,1
5674,U37UY1Y X 0 X 55,1
5674,U37UY1Y X 0 X 176,1
5674,U37UY1Y X 0 X 679,1
5675,U3MP56S X 0 X 265,1
5675,U3MP56S X 0 X 159,0
5675,U3MP56S X 0 X 295,1
5675,U3MP56S X 0 X 149,0
5675,U3MP56S X 0 X 75,0
5675,U3MP56S X 0 X 294,0
5675,U3MP56S X 0 X 55,0
5675,U3MP56S X 0 X 196,0
5675,U3MP56S X 0 X 180,0
5675,U3MP56S X 0 X 577,0
5675,U3MP56S X 0 X 303,1
5675,U3MP56S X 0 X 221,0
5675,U3MP56S X 0 X 259,0
5675,U3MP56S X 0 X 843,0
5675,U3MP56S X 0 X 161,0
5675,U3MP56S X 0 X 274,0
5675,U3MP56S X 0 X 154,0
5675,U3MP56S X 0 X 271,0
5675,U3MP56S X 0 X 250,0
5675,U3MP56S X 0 X 115,0
5676,U3R3TG8 X 0 X 303,1
5676,U3R3TG8 X 0 X 196,1
5676,U3R3TG8 X 0 X 231,1
5676,U3R3TG8 X 0 X 13,1
5676,U3R3TG8 X 0 X 90,1
5676,U3R3TG8 X 0 X 159,1
5676,U3R3TG8 X 0 X 295,1
5676,U3R3TG8 X 0 X 294,1
5676,U3R3TG8 X 0 X 846,1
5676,U3R3TG8 X 0 X 115,1
5676,U3R3TG8 X 0 X 188,1
5676,U3R3TG8 X 0 X 310,1
5676,U3R3TG8 X 0 X 76,1
5676,U3R3TG8 X 0 X 274,1
5676,U3R3TG8 X 0 X 75,1
5676,U3R3TG8 X 0 X 855,1
5676,U3R3TG8 X 0 X 221,1
5676,U3R3TG8 X 0 X 216,1
5676,U3R3TG8 X 0 X 265,1
5676,U3R3TG8 X 0 X 66,1
5677,U3R9E22 X 0 X 221,1
5677,U3R9E22 X 0 X 391,0
5677,U3R9E22 X 0 X 401,1
5677,U3R9E22 X 0 X 841,1
5677,U3R9E22 X 0 X 298,0
5677,U3R9E22 X 0 X 188,0
5677,U3R9E22 X 0 X 265,1
5677,U3R9E22 X 0 X 419,1
5677,U3R9E22 X 0 X 289,0
5677,U3R9E22 X 0 X 159,0
5677,U3R9E22 X 0 X 161,1
5677,U3R9E22 X 0 X 43,1
5677,U3R9E22 X 0 X 201,1
5677,U3R9E22 X 0 X 90,1
5677,U3R9E22 X 0 X 197,1
5677,U3R9E22 X 0 X 85,0
5677,U3R9E22 X 0 X 843,1
5677,U3R9E22 X 0 X 303,1
5677,U3R9E22 X 0 X 75,1
5677,U3R9E22 X 0 X 28,1
5678,U3V6OJF X 0 X 843,1
5678,U3V6OJF X 0 X 197,0
5678,U3V6OJF X 0 X 149,0
5678,U3V6OJF X 0 X 298,0
5678,U3V6OJF X 0 X 188,0
5678,U3V6OJF X 0 X 159,0
5678,U3V6OJF X 0 X 106,0
5678,U3V6OJF X 0 X 176,0
5678,U3V6OJF X 0 X 310,0
5678,U3V6OJF X 0 X 66,0
5678,U3V6OJF X 0 X 582,1
5678,U3V6OJF X 0 X 303,1
5678,U3V6OJF X 0 X 401,0
5678,U3V6OJF X 0 X 161,0
5678,U3V6OJF X 0 X 265,1
5678,U3V6OJF X 0 X 115,0
5678,U3V6OJF X 0 X 577,0
5678,U3V6OJF X 0 X 295,0
5678,U3V6OJF X 0 X 679,0
5678,U3V6OJF X 0 X 250,0
5679,U40NP9Y X 0 X 310,0
5679,U40NP9Y X 0 X 265,0
5679,U40NP9Y X 0 X 110,0
5679,U40NP9Y X 0 X 159,0
5679,U40NP9Y X 0 X 75,0
5679,U40NP9Y X 0 X 197,0
5679,U40NP9Y X 0 X 577,0
5679,U40NP9Y X 0 X 188,0
5679,U40NP9Y X 0 X 259,0
5679,U40NP9Y X 0 X 85,1
5679,U40NP9Y X 0 X 176,0
5679,U40NP9Y X 0 X 298,0
5679,U40NP9Y X 0 X 401,0
5679,U40NP9Y X 0 X 55,0
5679,U40NP9Y X 0 X 843,0
5679,U40NP9Y X 0 X 115,0
5679,U40NP9Y X 0 X 271,0
5679,U40NP9Y X 0 X 180,0
5679,U40NP9Y X 0 X 149,0
5679,U40NP9Y X 0 X 303,0
5680,U466D97 X 0 X 582,1
5680,U466D97 X 0 X 250,1
5680,U466D97 X 0 X 577,1
5680,U466D97 X 0 X 188,1
5680,U466D97 X 0 X 23,1
5680,U466D97 X 0 X 843,1
5680,U466D97 X 0 X 294,1
5680,U466D97 X 0 X 149,1
5680,U466D97 X 0 X 237,1
5680,U466D97 X 0 X 221,1
5680,U466D97 X 0 X 303,1
5680,U466D97 X 0 X 197,1
5680,U466D97 X 0 X 265,1
5680,U466D97 X 0 X 159,1
5680,U466D97 X 0 X 55,1
5680,U466D97 X 0 X 75,1
5680,U466D97 X 0 X 401,1
5680,U466D97 X 0 X 85,1
5680,U466D97 X 0 X 298,1
5680,U466D97 X 0 X 115,1
5681,U4JP11D X 0 X 303,0
5681,U4JP11D X 0 X 289,0
5681,U4JP11D X 0 X 231,0
5681,U4JP11D X 0 X 75,0
5681,U4JP11D X 0 X 459,0
5681,U4JP11D X 0 X 849,0
5681,U4JP11D X 0 X 76,0
5681,U4JP11D X 0 X 193,0
5681,U4JP11D X 0 X 110,0
5681,U4JP11D X 0 X 843,0
5681,U4JP11D X 0 X 196,0
5681,U4JP11D X 0 X 160,0
5681,U4JP11D X 0 X 115,0
5681,U4JP11D X 0 X 294,0
5681,U4JP11D X 0 X 298,0
5681,U4JP11D X 0 X 300,0
5681,U4JP11D X 0 X 265,0
5681,U4JP11D X 0 X 195,0
5681,U4JP11D X 0 X 55,0
5681,U4JP11D X 0 X 583,0
5682,U4LCBVA X 0 X 274,1
5682,U4LCBVA X 0 X 180,1
5682,U4LCBVA X 0 X 303,1
5682,U4LCBVA X 0 X 250,1
5682,U4LCBVA X 0 X 159,1
5682,U4LCBVA X 0 X 843,1
5682,U4LCBVA X 0 X 188,1
5682,U4LCBVA X 0 X 401,1
5682,U4LCBVA X 0 X 115,1
5682,U4LCBVA X 0 X 265,1
5682,U4LCBVA X 0 X 149,1
5682,U4LCBVA X 0 X 75,1
5682,U4LCBVA X 0 X 76,1
5682,U4LCBVA X 0 X 577,1
5682,U4LCBVA X 0 X 23,1
5682,U4LCBVA X 0 X 304,1
5682,U4LCBVA X 0 X 310,1
5682,U4LCBVA X 0 X 13,1
5682,U4LCBVA X 0 X 192,1
5682,U4LCBVA X 0 X 298,1
5683,U4R84JN X 0 X 221,1
5683,U4R84JN X 0 X 115,1
5683,U4R84JN X 0 X 841,1
5683,U4R84JN X 0 X 419,1
5683,U4R84JN X 0 X 196,1
5683,U4R84JN X 0 X 274,1
5683,U4R84JN X 0 X 20,1
5683,U4R84JN X 0 X 159,1
5683,U4R84JN X 0 X 216,1
5683,U4R84JN X 0 X 391,1
5683,U4R84JN X 0 X 295,1
5683,U4R84JN X 0 X 76,1
5683,U4R84JN X 0 X 55,1
5683,U4R84JN X 0 X 106,1
5683,U4R84JN X 0 X 294,1
5683,U4R84JN X 0 X 75,1
5683,U4R84JN X 0 X 298,1
5683,U4R84JN X 0 X 197,1
5683,U4R84JN X 0 X 303,1
5683,U4R84JN X 0 X 23,0
5684,U52SBE2 X 0 X 149,0
5684,U52SBE2 X 0 X 681,0
5684,U52SBE2 X 0 X 176,0
5684,U52SBE2 X 0 X 76,0
5684,U52SBE2 X 0 X 115,0
5684,U52SBE2 X 0 X 288,0
5684,U52SBE2 X 0 X 250,0
5684,U52SBE2 X 0 X 195,0
5684,U52SBE2 X 0 X 106,0
5684,U52SBE2 X 0 X 180,0
5684,U52SBE2 X 0 X 20,0
5684,U52SBE2 X 0 X 265,0
5684,U52SBE2 X 0 X 843,0
5684,U52SBE2 X 0 X 303,0
5684,U52SBE2 X 0 X 196,0
5684,U52SBE2 X 0 X 159,0
5684,U52SBE2 X 0 X 271,0
5684,U52SBE2 X 0 X 188,0
5684,U52SBE2 X 0 X 23,0
5684,U52SBE2 X 0 X 401,0
5685,U59I5S8 X 0 X 216,0
5685,U59I5S8 X 0 X 289,0
5685,U59I5S8 X 0 X 176,0
5685,U59I5S8 X 0 X 76,0
5685,U59I5S8 X 0 X 265,0
5685,U59I5S8 X 0 X 106,0
5685,U59I5S8 X 0 X 300,0
5685,U59I5S8 X 0 X 843,0
5685,U59I5S8 X 0 X 191,0
5685,U59I5S8 X 0 X 221,0
5685,U59I5S8 X 0 X 583,0
5685,U59I5S8 X 0 X 298,0
5685,U59I5S8 X 0 X 303,0
5685,U59I5S8 X 0 X 159,0
5685,U59I5S8 X 0 X 55,0
5685,U59I5S8 X 0 X 294,0
5685,U59I5S8 X 0 X 149,0
5685,U59I5S8 X 0 X 75,0
5685,U59I5S8 X 0 X 577,0
5685,U59I5S8 X 0 X 115,0
5686,U5AQZ4H X 0 X 265,1
5686,U5AQZ4H X 0 X 295,1
5686,U5AQZ4H X 0 X 76,1
5686,U5AQZ4H X 0 X 294,1
5686,U5AQZ4H X 0 X 180,1
5686,U5AQZ4H X 0 X 303,1
5686,U5AQZ4H X 0 X 274,1
5686,U5AQZ4H X 0 X 115,1
5686,U5AQZ4H X 0 X 250,1
5686,U5AQZ4H X 0 X 161,1
5686,U5AQZ4H X 0 X 75,1
5686,U5AQZ4H X 0 X 221,1
5686,U5AQZ4H X 0 X 577,1
5686,U5AQZ4H X 0 X 55,1
5686,U5AQZ4H X 0 X 159,1
5686,U5AQZ4H X 0 X 196,1
5686,U5AQZ4H X 0 X 259,1
5686,U5AQZ4H X 0 X 271,1
5686,U5AQZ4H X 0 X 843,1
5686,U5AQZ4H X 0 X 154,1
5687,U5CI9QE X 0 X 298,1
5687,U5CI9QE X 0 X 391,1
5687,U5CI9QE X 0 X 295,1
5687,U5CI9QE X 0 X 159,1
5687,U5CI9QE X 0 X 419,1
5687,U5CI9QE X 0 X 265,1
5687,U5CI9QE X 0 X 274,1
5687,U5CI9QE X 0 X 843,1
5687,U5CI9QE X 0 X 221,1
5687,U5CI9QE X 0 X 197,1
5687,U5CI9QE X 0 X 75,1
5687,U5CI9QE X 0 X 303,1
5687,U5CI9QE X 0 X 201,1
5687,U5CI9QE X 0 X 401,1
5687,U5CI9QE X 0 X 106,1
5687,U5CI9QE X 0 X 161,1
5687,U5CI9QE X 0 X 55,1
5687,U5CI9QE X 0 X 28,1
5687,U5CI9QE X 0 X 188,1
5687,U5CI9QE X 0 X 231,1
5688,U698AKH X 0 X 188,1
5688,U698AKH X 0 X 149,1
5688,U698AKH X 0 X 310,1
5688,U698AKH X 0 X 582,1
5688,U698AKH X 0 X 176,1
5688,U698AKH X 0 X 843,1
5688,U698AKH X 0 X 115,1
5688,U698AKH X 0 X 106,1
5688,U698AKH X 0 X 288,1
5688,U698AKH X 0 X 159,1
5688,U698AKH X 0 X 303,1
5688,U698AKH X 0 X 76,1
5688,U698AKH X 0 X 55,1
5688,U698AKH X 0 X 577,1
5688,U698AKH X 0 X 401,1
5688,U698AKH X 0 X 66,1
5688,U698AKH X 0 X 197,1
5688,U698AKH X 0 X 157,1
5688,U698AKH X 0 X 265,1
5688,U698AKH X 0 X 298,1
5689,U69KXRD X 0 X 216,1
5689,U69KXRD X 0 X 134,1
5689,U69KXRD X 0 X 577,1
5689,U69KXRD X 0 X 221,1
5689,U69KXRD X 0 X 55,1
5689,U69KXRD X 0 X 176,1
5689,U69KXRD X 0 X 188,1
5689,U69KXRD X 0 X 13,1
5689,U69KXRD X 0 X 76,1
5689,U69KXRD X 0 X 298,1
5689,U69KXRD X 0 X 75,1
5689,U69KXRD X 0 X 303,1
5689,U69KXRD X 0 X 265,1
5689,U69KXRD X 0 X 310,1
5689,U69KXRD X 0 X 231,1
5689,U69KXRD X 0 X 295,1
5689,U69KXRD X 0 X 294,1
5689,U69KXRD X 0 X 274,1
5689,U69KXRD X 0 X 115,1
5689,U69KXRD X 0 X 159,1
5690,U6CHNAW X 0 X 303,1
5690,U6CHNAW X 0 X 295,1
5690,U6CHNAW X 0 X 149,1
5690,U6CHNAW X 0 X 4,1
5690,U6CHNAW X 0 X 13,1
5690,U6CHNAW X 0 X 231,1
5690,U6CHNAW X 0 X 115,1
5690,U6CHNAW X 0 X 221,1
5690,U6CHNAW X 0 X 216,1
5690,U6CHNAW X 0 X 265,1
5690,U6CHNAW X 0 X 176,1
5690,U6CHNAW X 0 X 55,1
5690,U6CHNAW X 0 X 250,1
5690,U6CHNAW X 0 X 310,1
5690,U6CHNAW X 0 X 104,1
5690,U6CHNAW X 0 X 188,1
5690,U6CHNAW X 0 X 274,1
5690,U6CHNAW X 0 X 159,1
5690,U6CHNAW X 0 X 298,1
5690,U6CHNAW X 0 X 75,1
5691,U6G38AY X 0 X 176,1
5691,U6G38AY X 0 X 196,1
5691,U6G38AY X 0 X 180,0
5691,U6G38AY X 0 X 188,1
5691,U6G38AY X 0 X 159,1
5691,U6G38AY X 0 X 13,0
5691,U6G38AY X 0 X 294,1
5691,U6G38AY X 0 X 298,0
5691,U6G38AY X 0 X 843,1
5691,U6G38AY X 0 X 250,0
5691,U6G38AY X 0 X 265,1
5691,U6G38AY X 0 X 23,0
5691,U6G38AY X 0 X 295,0
5691,U6G38AY X 0 X 274,1
5691,U6G38AY X 0 X 75,1
5691,U6G38AY X 0 X 149,1
5691,U6G38AY X 0 X 303,1
5691,U6G38AY X 0 X 288,1
5691,U6G38AY X 0 X 161,1
5691,U6G38AY X 0 X 401,1
5692,U6NTX0K X 0 X 398,1
5692,U6NTX0K X 0 X 401,1
5692,U6NTX0K X 0 X 115,1
5692,U6NTX0K X 0 X 843,1
5692,U6NTX0K X 0 X 250,1
5692,U6NTX0K X 0 X 55,1
5692,U6NTX0K X 0 X 295,1
5692,U6NTX0K X 0 X 577,1
5692,U6NTX0K X 0 X 237,1
5692,U6NTX0K X 0 X 197,1
5692,U6NTX0K X 0 X 159,1
5692,U6NTX0K X 0 X 265,1
5692,U6NTX0K X 0 X 303,1
5692,U6NTX0K X 0 X 582,1
5692,U6NTX0K X 0 X 856,1
5692,U6NTX0K X 0 X 149,1
5692,U6NTX0K X 0 X 110,1
5692,U6NTX0K X 0 X 106,1
5692,U6NTX0K X 0 X 85,1
5692,U6NTX0K X 0 X 176,1
5693,U6PHSKT X 0 X 577,0
5693,U6PHSKT X 0 X 843,1
5693,U6PHSKT X 0 X 176,1
5693,U6PHSKT X 0 X 401,1
5693,U6PHSKT X 0 X 81,1
5693,U6PHSKT X 0 X 288,1
5693,U6PHSKT X 0 X 90,1
5693,U6PHSKT X 0 X 303,1
5693,U6PHSKT X 0 X 265,1
5693,U6PHSKT X 0 X 188,1
5693,U6PHSKT X 0 X 159,1
5693,U6PHSKT X 0 X 197,1
5693,U6PHSKT X 0 X 298,1
5693,U6PHSKT X 0 X 149,1
5693,U6PHSKT X 0 X 310,1
5693,U6PHSKT X 0 X 115,0
5693,U6PHSKT X 0 X 274,1
5693,U6PHSKT X 0 X 250,1
5693,U6PHSKT X 0 X 289,1
5693,U6PHSKT X 0 X 110,1
5694,U6PTUT5 X 0 X 154,0
5694,U6PTUT5 X 0 X 265,1
5694,U6PTUT5 X 0 X 250,0
5694,U6PTUT5 X 0 X 398,0
5694,U6PTUT5 X 0 X 85,1
5694,U6PTUT5 X 0 X 149,1
5694,U6PTUT5 X 0 X 288,1
5694,U6PTUT5 X 0 X 294,0
5694,U6PTUT5 X 0 X 196,1
5694,U6PTUT5 X 0 X 192,0
5694,U6PTUT5 X 0 X 843,0
5694,U6PTUT5 X 0 X 188,0
5694,U6PTUT5 X 0 X 845,0
5694,U6PTUT5 X 0 X 274,0
5694,U6PTUT5 X 0 X 221,1
5694,U6PTUT5 X 0 X 243,0
5694,U6PTUT5 X 0 X 907,1
5694,U6PTUT5 X 0 X 23,0
5694,U6PTUT5 X 0 X 303,0
5694,U6PTUT5 X 0 X 271,0
5695,U747BCY X 0 X 159,1
5695,U747BCY X 0 X 265,1
5695,U747BCY X 0 X 106,1
5695,U747BCY X 0 X 115,1
5695,U747BCY X 0 X 303,1
5695,U747BCY X 0 X 231,1
5695,U747BCY X 0 X 191,1
5695,U747BCY X 0 X 196,1
5695,U747BCY X 0 X 289,1
5695,U747BCY X 0 X 577,1
5695,U747BCY X 0 X 149,1
5695,U747BCY X 0 X 157,1
5695,U747BCY X 0 X 547,1
5695,U747BCY X 0 X 298,1
5695,U747BCY X 0 X 197,1
5695,U747BCY X 0 X 55,1
5695,U747BCY X 0 X 76,1
5695,U747BCY X 0 X 274,1
5695,U747BCY X 0 X 310,1
5695,U747BCY X 0 X 201,1
5696,U7CKRS5 X 0 X 115,1
5696,U7CKRS5 X 0 X 75,1
5696,U7CKRS5 X 0 X 259,1
5696,U7CKRS5 X 0 X 180,1
5696,U7CKRS5 X 0 X 159,1
5696,U7CKRS5 X 0 X 294,1
5696,U7CKRS5 X 0 X 303,1
5696,U7CKRS5 X 0 X 250,1
5696,U7CKRS5 X 0 X 843,1
5696,U7CKRS5 X 0 X 55,1
5696,U7CKRS5 X 0 X 196,1
5696,U7CKRS5 X 0 X 154,1
5696,U7CKRS5 X 0 X 161,1
5696,U7CKRS5 X 0 X 265,1
5696,U7CKRS5 X 0 X 221,1
5696,U7CKRS5 X 0 X 149,1
5696,U7CKRS5 X 0 X 274,1
5696,U7CKRS5 X 0 X 295,1
5696,U7CKRS5 X 0 X 271,1
5696,U7CKRS5 X 0 X 577,1
5697,U7E7CFW X 0 X 310,1
5697,U7E7CFW X 0 X 110,1
5697,U7E7CFW X 0 X 55,1
5697,U7E7CFW X 0 X 13,1
5697,U7E7CFW X 0 X 303,1
5697,U7E7CFW X 0 X 180,1
5697,U7E7CFW X 0 X 265,1
5697,U7E7CFW X 0 X 259,1
5697,U7E7CFW X 0 X 195,1
5697,U7E7CFW X 0 X 33,1
5697,U7E7CFW X 0 X 82,1
5697,U7E7CFW X 0 X 250,1
5697,U7E7CFW X 0 X 401,1
5697,U7E7CFW X 0 X 294,1
5697,U7E7CFW X 0 X 159,1
5697,U7E7CFW X 0 X 274,1
5697,U7E7CFW X 0 X 295,1
5697,U7E7CFW X 0 X 216,1
5697,U7E7CFW X 0 X 161,1
5697,U7E7CFW X 0 X 577,1
5698,U7J8R6H X 0 X 159,1
5698,U7J8R6H X 0 X 85,1
5698,U7J8R6H X 0 X 55,1
5698,U7J8R6H X 0 X 582,1
5698,U7J8R6H X 0 X 237,1
5698,U7J8R6H X 0 X 401,1
5698,U7J8R6H X 0 X 398,1
5698,U7J8R6H X 0 X 106,1
5698,U7J8R6H X 0 X 303,1
5698,U7J8R6H X 0 X 149,1
5698,U7J8R6H X 0 X 250,1
5698,U7J8R6H X 0 X 110,1
5698,U7J8R6H X 0 X 577,1
5698,U7J8R6H X 0 X 295,1
5698,U7J8R6H X 0 X 115,1
5698,U7J8R6H X 0 X 176,1
5698,U7J8R6H X 0 X 856,1
5698,U7J8R6H X 0 X 265,1
5698,U7J8R6H X 0 X 843,1
5698,U7J8R6H X 0 X 197,1
5699,U7LOKA4 X 0 X 250,1
5699,U7LOKA4 X 0 X 221,1
5699,U7LOKA4 X 0 X 159,1
5699,U7LOKA4 X 0 X 216,1
5699,U7LOKA4 X 0 X 304,1
5699,U7LOKA4 X 0 X 265,1
5699,U7LOKA4 X 0 X 298,1
5699,U7LOKA4 X 0 X 294,1
5699,U7LOKA4 X 0 X 115,1
5699,U7LOKA4 X 0 X 188,1
5699,U7LOKA4 X 0 X 303,1
5699,U7LOKA4 X 0 X 295,1
5699,U7LOKA4 X 0 X 13,1
5699,U7LOKA4 X 0 X 23,1
5699,U7LOKA4 X 0 X 843,1
5699,U7LOKA4 X 0 X 577,1
5699,U7LOKA4 X 0 X 149,1
5699,U7LOKA4 X 0 X 75,1
5699,U7LOKA4 X 0 X 274,1
5699,U7LOKA4 X 0 X 76,1
5700,U7U874K X 0 X 13,1
5700,U7U874K X 0 X 401,1
5700,U7U874K X 0 X 274,1
5700,U7U874K X 0 X 55,1
5700,U7U874K X 0 X 298,1
5700,U7U874K X 0 X 250,1
5700,U7U874K X 0 X 134,1
5700,U7U874K X 0 X 288,1
5700,U7U874K X 0 X 115,1
5700,U7U874K X 0 X 843,1
5700,U7U874K X 0 X 188,1
5700,U7U874K X 0 X 303,1
5700,U7U874K X 0 X 67,1
5700,U7U874K X 0 X 110,1
5700,U7U874K X 0 X 547,1
5700,U7U874K X 0 X 294,1
5700,U7U874K X 0 X 159,1
5700,U7U874K X 0 X 176,1
5700,U7U874K X 0 X 271,1
5700,U7U874K X 0 X 265,1
5701,U8VN3E0 X 0 X 271,0
5701,U8VN3E0 X 0 X 577,0
5701,U8VN3E0 X 0 X 265,0
5701,U8VN3E0 X 0 X 231,0
5701,U8VN3E0 X 0 X 23,0
5701,U8VN3E0 X 0 X 176,0
5701,U8VN3E0 X 0 X 303,0
5701,U8VN3E0 X 0 X 180,0
5701,U8VN3E0 X 0 X 188,0
5701,U8VN3E0 X 0 X 55,0
5701,U8VN3E0 X 0 X 250,0
5701,U8VN3E0 X 0 X 298,0
5701,U8VN3E0 X 0 X 134,0
5701,U8VN3E0 X 0 X 294,0
5701,U8VN3E0 X 0 X 85,0
5701,U8VN3E0 X 0 X 195,0
5701,U8VN3E0 X 0 X 401,0
